Match_ID,Season,Match_Date,Opponent,Venue,Home_Away,Innings,Batting_Position,Runs,Balls,Fours,Sixes,Strike_Rate,Dismissal,Catches,Wickets,Result,Player_of_the_Match,Boundary_Runs,Running_Runs,Performance
101090,2014,2017-07-26,CSK,Delhi,Home,1,4,41,37,4,1,110.8108108108108,Not Out,0,3,Loss,No,22,19,Good
101091,2017,2022-09-29,DC,Ahmedabad,Home,1,4,65,36,8,2,180.55555555555557,Caught,1,3,Win,No,44,21,Half Century
101092,2020,2013-03-16,LSG,Lucknow,Home,1,6,0,15,0,0,0.0,LBW,2,4,Loss,No,0,0,Low
101093,2008,2009-09-15,CSK,Kolkata,Away,1,7,48,33,10,8,145.45454545454547,Stumped,4,4,Loss,Yes,88,0,Good
101094,2012,2008-09-25,RR,Lucknow,Away,1,2,0,73,0,0,0.0,Stumped,1,3,Loss,No,0,0,Low
101095,2016,2023-11-27,PBKS,Dharamsala,Home,1,5,7,52,1,0,13.461538461538462,Bowled,3,3,Loss,Yes,4,3,Low
101096,2018,2016-04-19,GT,Kolkata,Away,1,6,0,64,0,0,0.0,Caught,0,4,Win,Yes,0,0,Low
101097,2021,2009-04-12,DC,Ahmedabad,Away,1,2,43,69,10,7,62.31884057971014,Bowled,1,5,Loss,Yes,82,0,Good
101098,2009,2014-01-17,MI,Dharamsala,Away,1,2,34,16,4,5,212.5,LBW,3,4,Win,Yes,46,0,Good
101099,2010,2013-11-28,LSG,Kolkata,Home,2,7,24,61,5,0,39.34426229508197,LBW,1,3,Win,Yes,20,4,Low
101100,2024,2021-05-14,DC,Dharamsala,Away,1,5,6,1,1,1,600.0,Caught,3,2,Win,Yes,10,0,Low
101101,2016,2012-08-12,KKR,Chennai,Home,1,4,33,6,3,1,550.0,Stumped,2,1,Loss,Yes,18,15,Good
101102,2012,2008-12-31,CSK,Kolkata,Away,1,7,20,39,5,3,51.28205128205128,Run Out,0,1,Loss,Yes,38,0,Low
101103,2013,2016-09-11,MI,Lucknow,Home,2,1,64,54,6,1,118.5185185185185,Bowled,3,1,Win,No,30,34,Half Century
101104,2024,2024-04-20,LSG,Lucknow,Away,2,2,58,58,2,9,100.0,Run Out,4,4,Win,No,62,0,Half Century
101105,2016,2015-05-18,PBKS,Dharamsala,Home,1,1,18,3,4,3,600.0,Caught,4,0,Win,Yes,34,0,Low
101106,2025,2019-01-17,SRH,Dharamsala,Home,1,7,42,7,8,2,600.0,Bowled,1,4,Win,Yes,44,0,Good
101107,2015,2020-05-20,LSG,Mumbai,Away,2,4,18,68,2,1,26.47058823529412,Hit Wicket,0,1,Win,Yes,14,4,Low
101108,2015,2023-12-20,CSK,Lucknow,Home,2,1,31,80,7,0,38.75,Run Out,4,3,Win,No,28,3,Good
101109,2018,2008-12-19,MI,Bengaluru,Home,1,1,24,4,0,2,600.0,Stumped,4,1,Win,No,12,12,Low
101110,2011,2018-02-21,LSG,Jaipur,Home,1,4,8,78,0,0,10.256410256410255,Hit Wicket,2,2,Loss,No,0,8,Low
101111,2016,2011-11-13,CSK,Lucknow,Home,1,2,21,77,2,3,27.27272727272727,Hit Wicket,0,4,Loss,Yes,26,0,Low
101112,2018,2016-10-21,GT,Bengaluru,Away,2,1,11,60,0,0,18.333333333333332,Bowled,0,4,Loss,No,0,11,Low
101113,2018,2010-04-14,RR,Lucknow,Away,2,7,47,68,1,3,69.11764705882352,Not Out,1,3,Win,No,22,25,Good
101114,2019,2023-02-16,MI,Jaipur,Away,1,5,52,22,12,6,236.36363636363637,Stumped,0,5,Loss,Yes,84,0,Half Century
101115,2021,2012-12-16,DC,Hyderabad,Away,1,3,0,80,0,0,0.0,Caught,0,0,Loss,No,0,0,Low
101116,2024,2011-01-30,LSG,Lucknow,Home,2,4,98,34,8,10,288.2352941176471,Bowled,4,1,Win,No,92,6,Half Century
101117,2014,2020-02-23,CSK,Hyderabad,Away,1,6,39,32,6,4,121.875,Not Out,2,5,Loss,No,48,0,Good
101118,2017,2011-11-08,MI,Kolkata,Away,1,4,41,17,5,5,241.17647058823528,Caught,4,5,Loss,No,50,0,Good
101119,2010,2018-08-28,MI,Hyderabad,Away,1,4,64,50,11,4,128.0,Stumped,1,0,Loss,No,68,0,Half Century
101120,2025,2023-08-14,KKR,Delhi,Home,2,4,18,3,0,3,600.0,Hit Wicket,2,3,Loss,Yes,18,0,Low
101121,2015,2024-09-07,CSK,Jaipur,Home,1,4,26,72,6,2,36.11111111111111,Stumped,1,2,Loss,Yes,36,0,Low
101122,2017,2023-09-13,MI,Delhi,Home,2,7,9,27,0,0,33.33333333333333,Not Out,1,2,Loss,Yes,0,9,Low
101123,2020,2024-08-19,DC,Chennai,Home,1,5,59,12,8,7,491.6666666666667,Not Out,0,5,Win,Yes,74,0,Half Century
101124,2010,2022-06-12,DC,Ahmedabad,Home,1,4,51,18,6,5,283.33333333333337,Stumped,0,1,Win,Yes,54,0,Half Century
101125,2024,2019-06-08,RR,Hyderabad,Home,1,7,77,60,0,0,128.33333333333334,Hit Wicket,1,1,Win,Yes,0,77,Half Century
101126,2018,2025-10-04,SRH,Mumbai,Home,2,3,24,77,4,0,31.16883116883117,Stumped,3,1,Loss,No,16,8,Low
101127,2017,2021-08-31,CSK,Hyderabad,Home,2,1,25,80,4,2,31.25,Not Out,0,1,Win,Yes,28,0,Low
101128,2024,2022-08-20,PBKS,Mumbai,Away,1,3,15,29,1,1,51.724137931034484,Not Out,3,4,Win,No,10,5,Low
101129,2014,2012-02-14,KKR,Kolkata,Home,1,3,36,10,5,3,360.0,Stumped,0,0,Loss,Yes,38,0,Good
101130,2024,2020-04-26,SRH,Bengaluru,Away,2,4,18,3,2,1,600.0,Hit Wicket,3,3,Win,Yes,14,4,Low
101131,2011,2025-01-13,KKR,Hyderabad,Home,2,4,36,6,0,4,600.0,Not Out,2,1,Win,Yes,24,12,Good
101132,2020,2011-10-01,GT,Mumbai,Away,2,3,19,28,0,1,67.85714285714286,Caught,2,1,Loss,Yes,6,13,Low
101133,2021,2021-02-15,CSK,Ahmedabad,Away,2,7,37,55,2,4,67.27272727272727,LBW,4,1,Win,Yes,32,5,Good
101134,2015,2015-02-11,LSG,Bengaluru,Away,1,7,3,25,0,0,12.0,Run Out,3,1,Win,Yes,0,3,Low
101135,2015,2022-10-06,RR,Dharamsala,Home,1,5,42,7,0,0,600.0,Hit Wicket,2,4,Loss,No,0,42,Good
101136,2013,2008-08-25,GT,Delhi,Home,2,7,47,52,9,6,90.38461538461539,Hit Wicket,4,4,Loss,No,72,0,Good
101137,2010,2020-01-03,PBKS,Chennai,Away,2,1,0,75,0,0,0.0,Caught,4,2,Loss,Yes,0,0,Low
101138,2013,2012-07-25,CSK,Chennai,Home,1,5,71,38,4,6,186.8421052631579,Run Out,4,3,Win,No,52,19,Half Century
101139,2012,2017-03-22,CSK,Ahmedabad,Away,1,5,24,4,1,2,600.0,LBW,1,4,Loss,Yes,16,8,Low
101140,2024,2011-05-27,LSG,Bengaluru,Away,2,2,6,1,1,1,600.0,LBW,0,5,Win,Yes,10,0,Low
101141,2020,2021-07-16,RR,Lucknow,Home,1,4,29,56,6,4,51.78571428571429,Hit Wicket,2,3,Win,Yes,48,0,Low
101142,2025,2019-02-07,SRH,Mumbai,Home,1,3,26,25,6,4,104.0,LBW,4,2,Win,No,48,0,Low
101143,2020,2020-06-09,KKR,Kolkata,Away,1,1,28,66,0,1,42.42424242424242,Stumped,1,3,Loss,No,6,22,Low
101144,2020,2009-09-12,MI,Mumbai,Away,2,7,81,65,6,1,124.61538461538461,Hit Wicket,1,0,Win,Yes,30,51,Half Century
101145,2010,2016-09-16,LSG,Bengaluru,Away,1,4,26,11,6,2,236.36363636363637,Hit Wicket,3,0,Win,No,36,0,Low
101146,2021,2022-05-11,KKR,Bengaluru,Away,2,4,63,29,8,4,217.24137931034483,Not Out,3,0,Loss,No,56,7,Half Century
101147,2013,2009-08-07,GT,Chennai,Away,2,6,20,53,2,0,37.735849056603776,Stumped,0,4,Loss,No,8,12,Low
101148,2009,2011-11-27,CSK,Delhi,Home,1,2,8,51,2,1,15.686274509803921,Run Out,1,0,Win,Yes,14,0,Low
101149,2012,2015-05-05,RR,Chennai,Home,1,1,54,45,7,8,120.0,Hit Wicket,3,0,Win,Yes,76,0,Half Century
101150,2010,2021-10-26,KKR,Bengaluru,Away,2,6,23,15,1,3,153.33333333333334,Bowled,4,1,Loss,No,22,1,Low
101151,2025,2021-02-26,RR,Hyderabad,Home,1,5,36,25,8,2,144.0,Stumped,2,2,Win,No,44,0,Good
101152,2009,2011-06-15,SRH,Delhi,Home,2,2,43,13,6,4,330.7692307692308,Bowled,0,2,Loss,Yes,48,0,Good
101153,2020,2018-11-05,LSG,Mumbai,Home,1,1,33,60,8,1,55.00000000000001,Stumped,0,1,Win,No,38,0,Good
101154,2025,2012-05-21,CSK,Kolkata,Away,2,3,9,67,1,0,13.432835820895523,Hit Wicket,4,4,Loss,Yes,4,5,Low
101155,2021,2013-06-28,LSG,Kolkata,Home,2,2,49,66,5,6,74.24242424242425,Stumped,2,0,Win,No,56,0,Good
101156,2025,2024-06-04,SRH,Hyderabad,Home,2,2,64,59,15,0,108.47457627118644,Not Out,3,3,Win,Yes,60,4,Half Century
101157,2019,2025-06-11,MI,Hyderabad,Home,2,1,27,11,1,2,245.45454545454547,Stumped,1,2,Loss,Yes,16,11,Low
101158,2018,2020-05-21,GT,Mumbai,Away,1,5,23,52,4,1,44.230769230769226,Caught,0,5,Win,No,22,1,Low
101159,2020,2018-07-16,MI,Lucknow,Away,2,1,7,31,1,0,22.58064516129032,Hit Wicket,1,1,Win,Yes,4,3,Low
101160,2025,2018-01-04,PBKS,Lucknow,Away,1,5,47,17,4,5,276.4705882352941,Stumped,4,5,Win,No,46,1,Good
101161,2019,2018-06-06,LSG,Lucknow,Away,2,4,26,5,2,1,520.0,Run Out,4,1,Loss,Yes,14,12,Low
101162,2025,2025-07-18,KKR,Bengaluru,Away,2,6,12,36,3,0,33.33333333333333,Run Out,0,4,Loss,No,12,0,Low
101163,2025,2011-08-29,SRH,Lucknow,Away,1,6,41,20,8,4,204.99999999999997,Hit Wicket,3,1,Loss,Yes,56,0,Good
101164,2020,2022-09-23,KKR,Kolkata,Away,2,7,25,7,5,2,357.14285714285717,Run Out,2,0,Loss,No,32,0,Low
101165,2009,2008-12-24,CSK,Chennai,Away,2,5,51,70,5,4,72.85714285714285,Run Out,1,2,Loss,Yes,44,7,Half Century
101166,2012,2016-03-18,PBKS,Chennai,Home,1,5,67,18,8,6,372.22222222222223,LBW,1,1,Loss,Yes,68,0,Half Century
101167,2016,2010-01-30,RR,Chennai,Away,1,4,58,62,6,2,93.54838709677419,Hit Wicket,1,4,Win,No,36,22,Half Century
101168,2024,2021-12-06,RR,Mumbai,Home,2,3,82,65,3,8,126.15384615384615,Caught,3,5,Loss,No,60,22,Half Century
101169,2020,2020-10-28,RR,Bengaluru,Away,1,3,37,63,4,1,58.730158730158735,Stumped,1,0,Win,Yes,22,15,Good
101170,2023,2021-09-24,GT,Chennai,Home,2,2,17,26,4,2,65.38461538461539,Hit Wicket,4,2,Win,Yes,28,0,Low
101171,2019,2013-01-03,SRH,Delhi,Home,1,6,32,42,5,1,76.19047619047619,LBW,1,0,Win,No,26,6,Good
101172,2023,2024-08-14,LSG,Mumbai,Home,2,5,45,55,7,5,81.81818181818183,Hit Wicket,0,0,Win,Yes,58,0,Good
101173,2017,2025-07-23,CSK,Bengaluru,Away,1,5,5,23,0,0,21.73913043478261,Hit Wicket,0,4,Loss,Yes,0,5,Low
101174,2016,2016-05-23,KKR,Kolkata,Away,2,7,43,52,2,2,82.6923076923077,Run Out,4,2,Win,No,20,23,Good
101175,2024,2017-08-12,GT,Lucknow,Away,2,3,30,36,7,5,83.33333333333334,Not Out,4,2,Loss,No,58,0,Good
101176,2019,2015-05-31,PBKS,Chennai,Home,1,3,47,39,9,1,120.51282051282051,Bowled,3,0,Win,Yes,42,5,Good
101177,2009,2011-10-17,PBKS,Jaipur,Home,2,7,25,76,1,1,32.89473684210527,Hit Wicket,0,5,Loss,Yes,10,15,Low
101178,2014,2008-06-02,RR,Jaipur,Away,1,5,22,5,4,1,440.00000000000006,Stumped,3,5,Win,No,22,0,Low
101179,2017,2014-09-03,LSG,Lucknow,Away,2,4,0,50,0,0,0.0,Stumped,1,3,Loss,No,0,0,Low
101180,2021,2011-08-27,MI,Chennai,Away,1,1,0,66,0,0,0.0,Hit Wicket,1,2,Win,Yes,0,0,Low
101181,2012,2012-07-25,CSK,Chennai,Home,1,1,61,78,0,10,78.2051282051282,Run Out,4,2,Win,Yes,60,1,Half Century
101182,2024,2013-10-13,SRH,Delhi,Away,1,1,68,21,6,8,323.8095238095238,Hit Wicket,2,3,Loss,No,72,0,Half Century
101183,2024,2024-02-18,CSK,Ahmedabad,Home,2,5,55,24,5,4,229.16666666666666,Run Out,2,5,Win,No,44,11,Half Century
101184,2012,2021-02-08,MI,Jaipur,Home,1,2,20,80,0,3,25.0,Run Out,4,3,Win,Yes,18,2,Low
101185,2022,2011-01-03,GT,Chennai,Home,1,2,29,59,3,4,49.152542372881356,LBW,4,5,Win,Yes,36,0,Low
101186,2012,2021-03-24,DC,Hyderabad,Home,2,1,21,13,5,3,161.53846153846155,Bowled,4,2,Win,Yes,38,0,Low
101187,2013,2015-08-03,RR,Kolkata,Home,2,6,17,41,3,0,41.46341463414634,Bowled,3,3,Win,No,12,5,Low
101188,2017,2013-11-02,MI,Dharamsala,Away,1,6,28,34,4,4,82.35294117647058,Bowled,4,3,Loss,No,40,0,Low
101189,2008,2012-06-26,KKR,Ahmedabad,Home,1,6,50,21,9,7,238.0952380952381,Bowled,3,4,Loss,No,78,0,Half Century
101190,2012,2021-04-17,LSG,Lucknow,Home,2,2,40,17,2,0,235.29411764705884,Run Out,0,5,Win,Yes,8,32,Good
101191,2013,2009-02-20,MI,Delhi,Away,2,6,47,78,7,7,60.256410256410255,Stumped,1,2,Loss,Yes,70,0,Good
101192,2015,2022-08-04,LSG,Hyderabad,Home,2,2,3,6,0,0,50.0,Stumped,2,2,Win,No,0,3,Low
101193,2011,2018-08-14,CSK,Jaipur,Home,1,6,54,27,13,1,200.0,Hit Wicket,1,0,Loss,Yes,58,0,Half Century
101194,2010,2015-02-01,DC,Ahmedabad,Away,2,1,14,66,1,0,21.21212121212121,Run Out,1,4,Win,Yes,4,10,Low
101195,2023,2010-05-19,CSK,Chennai,Away,2,7,11,7,0,0,157.14285714285714,Run Out,0,1,Loss,Yes,0,11,Low
101196,2009,2010-11-17,CSK,Mumbai,Home,1,1,8,49,1,0,16.3265306122449,Not Out,1,1,Win,No,4,4,Low
101197,2012,2024-07-05,RR,Lucknow,Away,1,5,44,32,11,3,137.5,Run Out,2,0,Loss,No,62,0,Good
101198,2014,2020-04-27,MI,Chennai,Away,1,1,64,39,3,2,164.1025641025641,LBW,1,2,Win,No,24,40,Half Century
101199,2024,2011-06-13,RR,Bengaluru,Away,2,6,45,18,2,0,250.0,LBW,1,4,Loss,Yes,8,37,Good
101200,2008,2013-02-09,RR,Chennai,Away,2,2,18,3,0,1,600.0,Bowled,0,3,Loss,No,6,12,Low
101201,2025,2015-08-15,LSG,Jaipur,Away,1,1,35,40,0,2,87.5,Run Out,1,0,Win,No,12,23,Good
101202,2011,2016-05-30,KKR,Ahmedabad,Home,1,5,23,72,3,2,31.944444444444443,Run Out,1,0,Win,No,24,0,Low
101203,2021,2021-07-18,MI,Hyderabad,Home,1,3,47,17,10,1,276.4705882352941,Hit Wicket,2,2,Win,Yes,46,1,Good
101204,2017,2009-01-08,DC,Bengaluru,Home,2,5,18,3,4,2,600.0,LBW,3,3,Loss,No,28,0,Low
101205,2010,2016-08-12,GT,Dharamsala,Away,2,2,25,48,1,2,52.083333333333336,Run Out,0,3,Loss,Yes,16,9,Low
101206,2011,2009-04-14,LSG,Bengaluru,Home,2,7,76,66,3,0,115.15151515151516,Not Out,0,1,Win,Yes,12,64,Half Century
101207,2022,2017-03-27,PBKS,Mumbai,Away,1,4,29,21,0,4,138.0952380952381,Bowled,2,0,Win,Yes,24,5,Low
101208,2018,2024-02-03,MI,Ahmedabad,Home,1,1,37,26,8,0,142.30769230769232,Caught,3,3,Loss,Yes,32,5,Good
101209,2018,2010-01-30,MI,Delhi,Away,1,6,59,68,3,6,86.76470588235294,Caught,0,1,Win,No,48,11,Half Century
101210,2013,2016-02-14,LSG,Lucknow,Away,1,4,27,58,3,3,46.55172413793103,Bowled,2,4,Win,Yes,30,0,Low
101211,2018,2012-10-03,DC,Dharamsala,Away,1,4,56,21,7,4,266.66666666666663,Caught,3,3,Loss,Yes,52,4,Half Century
101212,2024,2013-09-09,KKR,Ahmedabad,Home,1,4,0,5,0,0,0.0,LBW,3,3,Loss,Yes,0,0,Low
101213,2010,2010-11-28,MI,Ahmedabad,Away,1,5,46,60,0,4,76.66666666666667,Hit Wicket,1,4,Loss,Yes,24,22,Good
101214,2018,2013-11-20,CSK,Jaipur,Home,2,1,36,6,4,4,600.0,Stumped,4,4,Loss,No,40,0,Good
101215,2024,2019-05-08,DC,Mumbai,Home,2,6,6,60,1,1,10.0,Caught,4,4,Loss,No,10,0,Low
101216,2011,2011-08-17,DC,Ahmedabad,Away,1,2,17,7,3,1,242.85714285714283,Hit Wicket,2,4,Win,No,18,0,Low
101217,2021,2012-05-26,DC,Lucknow,Away,2,6,25,75,4,3,33.33333333333333,Bowled,0,0,Loss,Yes,34,0,Low
101218,2008,2013-02-06,GT,Bengaluru,Away,1,1,30,70,2,0,42.857142857142854,Stumped,3,0,Win,No,8,22,Good
101219,2011,2020-07-14,CSK,Kolkata,Away,2,1,8,79,2,1,10.126582278481013,Caught,0,1,Loss,Yes,14,0,Low
101220,2010,2020-07-21,SRH,Delhi,Away,1,3,22,69,1,1,31.88405797101449,Not Out,3,0,Loss,No,10,12,Low
101221,2022,2008-07-21,LSG,Chennai,Home,1,7,24,4,3,2,600.0,Hit Wicket,0,3,Win,No,24,0,Low
101222,2010,2015-01-05,SRH,Mumbai,Home,1,3,41,21,8,3,195.23809523809524,Not Out,4,5,Loss,Yes,50,0,Good
101223,2022,2024-08-01,SRH,Dharamsala,Away,1,7,31,7,3,5,442.8571428571429,Hit Wicket,2,0,Loss,Yes,42,0,Good
101224,2019,2017-11-16,MI,Ahmedabad,Home,1,5,64,23,15,4,278.2608695652174,LBW,4,5,Loss,No,84,0,Half Century
101225,2011,2025-10-07,GT,Dharamsala,Away,2,7,33,24,6,5,137.5,Run Out,2,5,Win,No,54,0,Good
101226,2021,2008-11-13,PBKS,Ahmedabad,Away,2,5,41,20,1,3,204.99999999999997,Caught,1,0,Loss,Yes,22,19,Good
101227,2013,2016-04-08,DC,Hyderabad,Away,1,5,34,70,3,2,48.57142857142857,Not Out,3,4,Win,No,24,10,Good
101228,2012,2014-02-03,SRH,Ahmedabad,Home,1,4,34,68,7,4,50.0,Not Out,0,4,Win,Yes,52,0,Good
101229,2017,2009-12-14,DC,Mumbai,Home,1,1,0,46,0,0,0.0,Bowled,3,5,Loss,No,0,0,Low
101230,2008,2015-12-17,KKR,Kolkata,Home,1,7,0,33,0,0,0.0,Bowled,2,3,Loss,No,0,0,Low
101231,2017,2019-05-30,KKR,Delhi,Home,1,3,50,79,0,3,63.29113924050633,Hit Wicket,2,5,Loss,No,18,32,Half Century
101232,2010,2018-11-02,GT,Mumbai,Home,1,6,46,34,9,0,135.29411764705884,Hit Wicket,4,4,Loss,No,36,10,Good
101233,2025,2011-07-23,CSK,Delhi,Home,2,2,31,57,1,1,54.385964912280706,Stumped,4,2,Loss,No,10,21,Good
101234,2025,2017-10-06,LSG,Dharamsala,Home,2,3,61,75,12,9,81.33333333333333,Not Out,3,4,Loss,Yes,102,0,Half Century
101235,2018,2015-12-05,PBKS,Jaipur,Home,1,3,43,15,9,2,286.6666666666667,Stumped,3,0,Loss,Yes,48,0,Good
101236,2019,2010-11-02,CSK,Ahmedabad,Home,2,5,43,55,10,0,78.18181818181819,Bowled,4,1,Loss,No,40,3,Good
101237,2015,2017-07-05,KKR,Mumbai,Away,2,5,29,42,7,0,69.04761904761905,Hit Wicket,0,0,Win,No,28,1,Low
101238,2024,2021-04-24,PBKS,Chennai,Home,2,7,40,38,6,3,105.26315789473684,Run Out,2,5,Loss,No,42,0,Good
101239,2009,2015-08-17,SRH,Delhi,Home,2,7,12,2,2,1,600.0,LBW,3,2,Win,No,14,0,Low
101240,2017,2025-07-09,RR,Kolkata,Home,2,7,0,65,0,0,0.0,LBW,1,1,Loss,No,0,0,Low
101241,2012,2022-07-03,KKR,Hyderabad,Away,1,2,55,38,5,9,144.73684210526315,Caught,2,4,Loss,Yes,74,0,Half Century
101242,2013,2010-12-14,KKR,Chennai,Away,2,3,42,24,7,6,175.0,Bowled,3,3,Loss,Yes,64,0,Good
101243,2020,2008-12-01,CSK,Mumbai,Home,2,7,32,36,5,4,88.88888888888889,Caught,4,2,Win,Yes,44,0,Good
101244,2011,2018-12-09,LSG,Hyderabad,Away,2,2,25,64,4,1,39.0625,Run Out,0,1,Win,No,22,3,Low
101245,2022,2011-04-28,SRH,Delhi,Home,1,3,66,55,5,0,120.0,Stumped,4,1,Loss,No,20,46,Half Century
101246,2015,2017-12-10,RR,Dharamsala,Away,1,7,51,69,0,7,73.91304347826086,LBW,2,4,Loss,Yes,42,9,Half Century
101247,2017,2011-03-01,CSK,Lucknow,Home,2,6,27,65,6,2,41.53846153846154,LBW,0,0,Loss,No,36,0,Low
101248,2017,2022-12-03,GT,Jaipur,Home,2,2,50,26,1,1,192.30769230769232,LBW,1,1,Loss,Yes,10,40,Half Century
101249,2022,2018-02-16,SRH,Kolkata,Home,2,2,14,38,1,1,36.84210526315789,Stumped,0,1,Win,Yes,10,4,Low
101250,2023,2016-03-23,MI,Lucknow,Home,2,3,8,9,2,1,88.88888888888889,Stumped,0,1,Win,Yes,14,0,Low
101251,2020,2021-12-13,DC,Jaipur,Home,1,7,23,35,1,2,65.71428571428571,Not Out,0,0,Win,No,16,7,Low
101252,2022,2018-12-06,LSG,Delhi,Home,2,3,23,55,2,1,41.81818181818181,LBW,2,2,Loss,No,14,9,Low
101253,2009,2020-03-21,DC,Lucknow,Away,1,2,4,9,1,0,44.44444444444444,Bowled,2,0,Loss,No,4,0,Low
101254,2025,2024-10-14,SRH,Dharamsala,Away,2,1,39,76,8,4,51.31578947368421,LBW,4,1,Loss,Yes,56,0,Good
101255,2023,2010-08-23,PBKS,Ahmedabad,Home,2,6,30,33,1,5,90.9090909090909,Stumped,4,4,Loss,Yes,34,0,Good
101256,2016,2011-04-05,DC,Lucknow,Home,1,2,39,76,7,1,51.31578947368421,Bowled,1,4,Win,No,34,5,Good
101257,2008,2017-01-31,KKR,Dharamsala,Home,1,1,8,23,0,0,34.78260869565217,Hit Wicket,1,1,Win,Yes,0,8,Low
101258,2013,2013-06-15,KKR,Bengaluru,Home,1,4,32,9,8,3,355.55555555555554,Caught,3,3,Win,No,50,0,Good
101259,2020,2011-01-09,MI,Lucknow,Home,2,5,43,38,1,4,113.1578947368421,LBW,1,0,Win,Yes,28,15,Good
101260,2024,2025-03-25,MI,Ahmedabad,Away,2,2,55,54,12,8,101.85185185185186,LBW,1,5,Loss,No,96,0,Half Century
101261,2011,2009-01-28,MI,Kolkata,Home,2,3,46,59,2,0,77.96610169491525,Run Out,2,2,Win,No,8,38,Good
101262,2008,2023-10-01,MI,Hyderabad,Away,2,1,15,50,3,1,30.0,LBW,0,0,Loss,Yes,18,0,Low
101263,2010,2024-02-01,DC,Delhi,Home,1,4,25,58,4,4,43.103448275862064,Not Out,4,2,Win,No,40,0,Low
101264,2025,2025-05-06,DC,Hyderabad,Away,2,4,32,71,3,2,45.07042253521127,Bowled,1,4,Loss,No,24,8,Good
101265,2008,2020-02-20,DC,Lucknow,Away,1,7,0,72,0,0,0.0,LBW,3,4,Win,No,0,0,Low
101266,2021,2012-05-06,RR,Ahmedabad,Home,1,2,18,73,3,3,24.65753424657534,Caught,4,0,Win,Yes,30,0,Low
101267,2021,2024-01-12,RR,Ahmedabad,Home,2,1,95,49,0,9,193.87755102040816,LBW,1,2,Loss,No,54,41,Half Century
101268,2011,2018-08-16,GT,Ahmedabad,Away,2,3,40,12,10,5,333.33333333333337,Not Out,3,1,Win,Yes,70,0,Good
101269,2011,2020-06-12,LSG,Chennai,Away,1,2,12,12,1,1,100.0,Not Out,1,2,Loss,No,10,2,Low
101270,2024,2021-06-22,CSK,Ahmedabad,Home,2,7,16,34,2,1,47.05882352941176,Stumped,0,1,Loss,No,14,2,Low
101271,2023,2009-04-24,RR,Hyderabad,Home,1,1,6,1,1,1,600.0,Caught,4,0,Loss,Yes,10,0,Low
101272,2018,2017-06-28,PBKS,Bengaluru,Away,1,2,24,22,1,1,109.09090909090908,Not Out,3,2,Loss,No,10,14,Low
101273,2008,2009-08-09,CSK,Ahmedabad,Home,2,1,21,21,1,0,100.0,Not Out,3,1,Loss,Yes,4,17,Low
101274,2023,2009-10-09,MI,Jaipur,Home,2,2,2,12,0,0,16.666666666666664,Hit Wicket,4,0,Win,Yes,0,2,Low
101275,2018,2012-06-19,SRH,Mumbai,Home,1,2,40,47,7,0,85.1063829787234,Caught,1,4,Loss,Yes,28,12,Good
101276,2021,2021-08-11,RR,Bengaluru,Home,2,5,75,62,8,10,120.96774193548387,Not Out,4,0,Loss,No,92,0,Half Century
101277,2015,2022-10-12,KKR,Dharamsala,Away,2,3,11,53,1,1,20.754716981132077,Run Out,4,1,Win,No,10,1,Low
101278,2010,2022-04-20,LSG,Chennai,Away,2,1,19,26,2,0,73.07692307692307,LBW,0,1,Win,Yes,8,11,Low
101279,2019,2025-09-02,LSG,Dharamsala,Away,2,4,31,29,4,1,106.89655172413792,Not Out,2,5,Win,No,22,9,Good
101280,2012,2017-09-24,LSG,Bengaluru,Away,1,4,27,35,4,3,77.14285714285715,Not Out,3,0,Win,No,34,0,Low
101281,2017,2020-06-13,LSG,Kolkata,Away,2,1,28,23,4,3,121.73913043478262,LBW,4,1,Win,No,34,0,Low
101282,2022,2014-07-02,MI,Hyderabad,Away,2,3,49,58,9,5,84.48275862068965,Bowled,0,2,Win,Yes,66,0,Good
101283,2008,2021-08-14,MI,Lucknow,Away,1,6,55,42,11,4,130.95238095238096,Bowled,0,5,Win,Yes,68,0,Half Century
101284,2011,2018-09-03,LSG,Hyderabad,Home,2,7,50,77,10,0,64.93506493506493,Stumped,2,1,Loss,No,40,10,Half Century
101285,2009,2023-09-12,KKR,Chennai,Home,1,6,30,52,3,2,57.692307692307686,Caught,0,2,Win,Yes,24,6,Good
101286,2013,2018-02-10,RR,Dharamsala,Away,2,1,14,8,0,0,175.0,Caught,0,3,Loss,Yes,0,14,Low
101287,2013,2016-01-29,PBKS,Ahmedabad,Away,1,7,28,5,7,0,560.0,Run Out,1,3,Win,No,28,0,Low
101288,2019,2022-09-26,MI,Kolkata,Home,2,2,37,7,0,3,528.5714285714286,Hit Wicket,4,2,Win,Yes,18,19,Good
101289,2011,2008-05-12,PBKS,Jaipur,Home,1,3,30,5,4,0,600.0,Bowled,4,0,Loss,Yes,16,14,Good
101290,2025,2016-05-08,RR,Kolkata,Away,1,4,18,73,2,1,24.65753424657534,Caught,2,0,Win,No,14,4,Low
101291,2023,2021-01-24,MI,Bengaluru,Away,2,6,0,74,0,0,0.0,Run Out,3,4,Loss,Yes,0,0,Low
101292,2015,2019-01-14,LSG,Delhi,Home,2,3,56,28,10,3,200.0,Hit Wicket,2,4,Win,Yes,58,0,Half Century
101293,2008,2017-02-06,GT,Ahmedabad,Away,2,1,33,21,2,5,157.14285714285714,Bowled,0,2,Loss,No,38,0,Good
