Match_ID,Season,Match_Date,Opponent,Venue,Home_Away,Innings,Batting_Position,Runs,Balls,Fours,Sixes,Strike_Rate,Dismissal,Catches,Wickets,Result,Player_of_the_Match
100859,2016,2015-12-23,PBKS,Ahmedabad,Away,2,5,26,58,4,0,44.83,Caught,1,1,Win,No
100860,2019,2024-04-21,PBKS,Delhi,Home,2,6,7,73,1,1,9.59,Bowled,3,5,Win,Yes
100861,2017,2016-11-29,PBKS,Kolkata,Home,2,6,24,28,0,2,85.71,Run Out,4,2,Win,No
100862,2012,2021-06-18,LSG,Jaipur,Away,2,2,28,49,7,1,57.14,Run Out,3,4,Win,Yes
100863,2018,2013-05-03,PBKS,Kolkata,Home,1,4,28,20,1,1,140.0,Hit Wicket,3,2,Win,Yes
100864,2019,2023-03-12,MI,Hyderabad,Home,1,7,72,43,2,4,167.44,Hit Wicket,4,4,Win,No
100865,2024,2013-11-09,DC,Delhi,Home,2,5,39,32,2,0,121.88,Caught,2,4,Win,Yes
100866,2012,2020-01-06,PBKS,Bengaluru,Home,1,4,69,30,7,9,230.0,Not Out,3,4,Win,No
100867,2010,2012-09-13,GT,Mumbai,Away,1,3,25,11,4,1,227.27,Not Out,3,4,Loss,Yes
100868,2022,2025-09-24,DC,Dharamsala,Away,1,4,6,1,1,1,600.0,LBW,2,4,Loss,No
100869,2017,2014-03-22,LSG,Kolkata,Away,1,4,23,36,5,3,63.89,LBW,1,0,Loss,No
100870,2013,2012-04-21,CSK,Hyderabad,Away,1,7,11,13,1,1,84.62,Bowled,4,5,Win,Yes
100871,2014,2015-03-09,LSG,Delhi,Away,2,2,2,68,0,0,2.94,Hit Wicket,1,2,Win,Yes
100872,2013,2015-08-07,LSG,Ahmedabad,Away,1,3,40,35,3,2,114.29,LBW,2,3,Loss,No
100873,2018,2018-05-20,PBKS,Hyderabad,Away,2,4,87,54,1,6,161.11,Caught,1,2,Win,Yes
100874,2016,2014-11-27,RR,Bengaluru,Away,1,6,36,55,6,2,65.45,Hit Wicket,4,4,Win,No
100875,2016,2010-09-10,CSK,Kolkata,Home,2,6,26,42,4,3,61.9,Bowled,3,0,Loss,No
100876,2009,2010-07-27,MI,Jaipur,Away,1,4,0,69,0,0,0.0,Stumped,0,2,Win,No
100877,2021,2011-09-13,KKR,Dharamsala,Away,2,7,37,74,3,2,50.0,Not Out,4,4,Loss,Yes
100878,2012,2025-08-12,CSK,Jaipur,Away,2,2,43,58,3,2,74.14,LBW,3,2,Loss,Yes
100879,2016,2014-01-08,MI,Chennai,Home,2,1,0,53,0,0,0.0,Caught,2,4,Loss,No
100880,2017,2021-03-09,RR,Mumbai,Home,1,2,52,73,1,8,71.23,Not Out,4,0,Loss,Yes
100881,2010,2025-07-02,SRH,Delhi,Away,2,2,89,58,4,10,153.45,Run Out,0,2,Loss,Yes
100882,2020,2021-03-09,PBKS,Bengaluru,Away,2,2,0,3,0,0,0.0,Hit Wicket,3,2,Win,No
100883,2025,2018-07-24,DC,Dharamsala,Away,1,1,56,74,3,4,75.68,Hit Wicket,0,1,Win,No
100884,2010,2015-08-22,RR,Kolkata,Home,1,2,66,26,9,2,253.85,Hit Wicket,2,3,Loss,Yes
100885,2012,2018-02-26,CSK,Hyderabad,Home,2,4,64,57,6,6,112.28,Bowled,3,0,Win,No
100886,2011,2010-05-18,KKR,Lucknow,Home,2,3,3,21,0,0,14.29,Run Out,4,3,Win,Yes
100887,2010,2019-08-31,RR,Ahmedabad,Away,1,7,53,66,0,6,80.3,LBW,3,3,Loss,No
100888,2010,2018-01-12,PBKS,Kolkata,Home,1,1,50,50,7,0,100.0,Hit Wicket,2,2,Win,Yes
100889,2008,2011-03-02,LSG,Chennai,Home,2,3,35,61,3,5,57.38,Hit Wicket,2,5,Win,No
100890,2013,2012-03-18,LSG,Chennai,Home,2,2,27,47,0,1,57.45,Run Out,3,0,Loss,No
100891,2018,2008-12-07,MI,Jaipur,Home,1,7,78,61,13,0,127.87,Bowled,3,4,Win,Yes
100892,2019,2013-04-16,CSK,Hyderabad,Home,1,4,44,15,7,7,293.33,Hit Wicket,4,3,Win,No
100893,2023,2018-10-29,PBKS,Chennai,Away,1,2,14,70,0,1,20.0,Bowled,4,3,Win,Yes
100894,2015,2023-01-30,CSK,Mumbai,Away,2,2,57,37,14,9,154.05,Bowled,1,0,Loss,No
100895,2022,2023-04-15,LSG,Lucknow,Away,2,6,24,17,1,4,141.18,Stumped,0,5,Win,Yes
100896,2013,2008-08-13,KKR,Bengaluru,Home,2,4,53,21,6,5,252.38,Hit Wicket,4,0,Loss,Yes
100897,2020,2018-06-08,DC,Ahmedabad,Away,2,3,1,70,0,0,1.43,Hit Wicket,2,1,Loss,Yes
100898,2018,2025-05-31,LSG,Delhi,Home,1,1,48,47,6,0,102.13,Run Out,1,4,Win,Yes
100899,2025,2024-04-12,PBKS,Chennai,Away,1,2,8,40,0,0,20.0,Hit Wicket,4,3,Win,Yes
100900,2014,2024-09-29,RR,Lucknow,Home,1,5,43,73,8,0,58.9,Stumped,2,4,Win,No
100901,2013,2010-07-17,KKR,Dharamsala,Home,2,4,0,20,0,0,0.0,Run Out,0,2,Loss,No
100902,2022,2015-07-08,KKR,Delhi,Home,1,5,21,10,2,2,210.0,Caught,4,1,Loss,Yes
100903,2012,2019-01-30,KKR,Kolkata,Away,2,2,21,21,1,1,100.0,Bowled,0,2,Loss,Yes
100904,2012,2012-11-29,GT,Chennai,Away,1,3,17,42,0,2,40.48,Hit Wicket,4,0,Loss,Yes
100905,2022,2014-12-30,CSK,Lucknow,Away,2,7,90,20,10,4,450.0,Caught,3,0,Loss,No
100906,2013,2024-03-19,GT,Delhi,Home,2,5,61,67,3,1,91.04,Bowled,4,5,Loss,No
100907,2021,2009-07-26,CSK,Delhi,Away,1,1,22,33,5,2,66.67,Stumped,0,2,Loss,Yes
100908,2023,2013-04-05,SRH,Delhi,Home,2,7,19,63,4,3,30.16,Caught,4,4,Win,Yes
100909,2011,2010-12-06,DC,Jaipur,Away,2,1,33,51,7,3,64.71,Hit Wicket,4,4,Loss,Yes
100910,2014,2021-01-04,KKR,Bengaluru,Away,2,7,28,13,4,3,215.38,LBW,3,0,Loss,No
100911,2015,2014-07-02,GT,Bengaluru,Away,2,7,25,59,6,1,42.37,Stumped,4,1,Loss,No
100912,2013,2019-07-04,CSK,Jaipur,Away,1,6,5,79,0,0,6.33,Stumped,0,2,Loss,No
100913,2023,2022-08-21,KKR,Hyderabad,Home,2,2,50,34,5,7,147.06,Caught,1,2,Win,Yes
100914,2017,2019-08-25,LSG,Delhi,Home,2,6,15,51,0,0,29.41,Hit Wicket,0,0,Loss,Yes
100915,2018,2020-03-30,RR,Hyderabad,Home,1,3,78,50,9,9,156.0,Run Out,0,4,Win,Yes
100916,2025,2011-10-09,PBKS,Bengaluru,Away,1,6,68,29,7,3,234.48,Bowled,3,1,Win,No
100917,2015,2008-10-05,GT,Ahmedabad,Away,2,4,7,72,1,0,9.72,Stumped,4,4,Loss,No
100918,2016,2017-12-20,RR,Jaipur,Home,1,3,25,41,4,2,60.98,Hit Wicket,1,0,Win,Yes
100919,2024,2024-03-07,GT,Lucknow,Away,1,7,45,14,11,5,321.43,Run Out,4,5,Loss,Yes
100920,2022,2022-03-05,GT,Ahmedabad,Away,1,5,6,9,0,0,66.67,LBW,3,4,Loss,Yes
100921,2010,2023-08-05,RR,Mumbai,Away,1,4,34,73,0,5,46.58,Run Out,3,4,Win,No
100922,2017,2020-05-15,PBKS,Jaipur,Home,1,3,81,73,13,2,110.96,Not Out,4,4,Win,No
100923,2011,2025-09-01,CSK,Dharamsala,Home,1,7,23,68,1,1,33.82,Caught,1,4,Loss,Yes
100924,2018,2010-04-17,CSK,Hyderabad,Away,2,7,41,53,6,5,77.36,Bowled,1,3,Win,No
100925,2019,2012-04-10,SRH,Delhi,Away,2,3,43,12,3,5,358.33,Hit Wicket,0,5,Win,No
100926,2008,2021-11-21,MI,Lucknow,Home,1,1,55,48,1,2,114.58,LBW,4,0,Loss,No
100927,2008,2021-01-13,RR,Mumbai,Home,1,7,18,25,4,1,72.0,Not Out,0,2,Loss,Yes
100928,2022,2024-02-20,KKR,Lucknow,Home,1,7,15,57,0,2,26.32,Hit Wicket,4,0,Loss,No
100929,2011,2016-02-15,KKR,Dharamsala,Home,2,7,5,13,1,0,38.46,Hit Wicket,4,5,Loss,Yes
100930,2025,2009-10-06,RR,Kolkata,Away,2,1,35,19,3,3,184.21,Caught,3,1,Loss,Yes
100931,2024,2010-05-03,RR,Lucknow,Away,2,6,23,70,1,3,32.86,Run Out,2,1,Loss,No
100932,2010,2019-04-18,MI,Ahmedabad,Home,2,3,20,42,4,3,47.62,Hit Wicket,3,4,Loss,Yes
100933,2024,2009-03-25,DC,Mumbai,Away,1,5,34,76,2,5,44.74,Caught,0,2,Loss,No
100934,2014,2016-03-08,LSG,Bengaluru,Away,1,2,6,66,0,1,9.09,Run Out,0,5,Win,Yes
100935,2018,2009-12-06,DC,Ahmedabad,Home,1,3,32,74,6,1,43.24,Bowled,0,5,Loss,Yes
100936,2020,2013-06-01,RR,Hyderabad,Home,2,6,31,20,2,4,155.0,Run Out,4,1,Loss,Yes
100937,2016,2017-06-22,MI,Hyderabad,Away,2,1,26,49,6,3,53.06,Caught,4,2,Loss,Yes
100938,2015,2009-11-16,CSK,Mumbai,Home,2,2,81,63,2,2,128.57,Stumped,2,4,Loss,No
100939,2025,2014-09-20,PBKS,Dharamsala,Away,1,2,36,14,3,0,257.14,Not Out,3,4,Win,No
100940,2023,2010-09-30,CSK,Kolkata,Home,2,2,13,50,1,0,26.0,Not Out,0,5,Loss,No
100941,2012,2018-03-18,MI,Lucknow,Home,2,2,33,27,0,1,122.22,Run Out,2,2,Win,Yes
100942,2020,2016-10-26,KKR,Delhi,Home,2,1,28,29,2,1,96.55,Caught,3,2,Win,No
100943,2025,2011-11-28,KKR,Lucknow,Away,1,6,41,8,8,4,512.5,Stumped,4,0,Loss,No
100944,2009,2011-07-07,CSK,Kolkata,Home,1,7,40,49,0,4,81.63,Hit Wicket,3,0,Win,Yes
100945,2025,2009-12-14,MI,Ahmedabad,Away,2,5,26,37,5,1,70.27,LBW,3,5,Loss,No
100946,2012,2018-06-25,LSG,Jaipur,Home,2,4,14,19,2,2,73.68,Bowled,1,5,Loss,Yes
100947,2021,2015-01-08,KKR,Bengaluru,Away,2,2,28,53,3,3,52.83,Run Out,2,1,Loss,No
100948,2022,2018-04-02,SRH,Ahmedabad,Away,1,2,8,44,1,1,18.18,Bowled,4,1,Win,Yes
100949,2019,2018-09-08,LSG,Hyderabad,Away,2,3,37,40,1,4,92.5,Caught,3,5,Win,Yes
100950,2018,2020-09-01,KKR,Hyderabad,Away,1,4,46,24,7,0,191.67,LBW,1,5,Win,No
100951,2014,2011-09-04,SRH,Jaipur,Away,1,5,42,32,7,5,131.25,Stumped,4,4,Win,Yes
100952,2010,2008-10-10,MI,Bengaluru,Away,2,2,26,12,2,2,216.67,Hit Wicket,1,1,Win,No
100953,2018,2021-05-19,GT,Ahmedabad,Away,1,4,32,23,8,1,139.13,Not Out,1,1,Loss,Yes
100954,2025,2020-09-06,GT,Delhi,Home,1,7,44,15,10,2,293.33,Bowled,0,3,Loss,No
100955,2020,2018-12-28,KKR,Bengaluru,Away,2,3,22,57,0,3,38.6,Caught,4,5,Loss,Yes
100956,2013,2011-04-28,PBKS,Hyderabad,Home,1,3,27,15,6,1,180.0,LBW,2,5,Loss,Yes
100957,2021,2012-02-01,RR,Delhi,Home,1,1,29,66,0,3,43.94,Stumped,1,2,Loss,No
100958,2022,2018-01-02,RR,Bengaluru,Away,1,2,61,59,2,5,103.39,Stumped,0,4,Win,No
100959,2020,2012-10-09,GT,Hyderabad,Away,2,7,29,5,6,2,580.0,Run Out,4,2,Loss,Yes
100960,2019,2024-06-04,PBKS,Lucknow,Home,1,6,18,63,2,2,28.57,Hit Wicket,3,0,Loss,Yes
100961,2008,2011-03-06,CSK,Kolkata,Home,1,1,26,23,6,1,113.04,Stumped,0,0,Loss,Yes
100962,2012,2021-05-13,GT,Jaipur,Home,1,2,44,79,1,0,55.7,Bowled,1,5,Win,Yes
100963,2008,2018-01-02,DC,Kolkata,Home,1,5,11,11,0,1,100.0,Run Out,3,1,Loss,Yes
100964,2022,2012-06-10,LSG,Bengaluru,Home,1,5,55,23,3,4,239.13,Stumped,4,1,Win,Yes
100965,2014,2012-06-28,RR,Kolkata,Home,2,2,15,51,3,2,29.41,LBW,2,5,Loss,Yes
100966,2024,2008-06-14,PBKS,Delhi,Home,1,6,12,9,0,0,133.33,Not Out,2,3,Loss,Yes
100967,2022,2008-07-25,CSK,Jaipur,Away,2,3,31,78,4,5,39.74,LBW,3,2,Loss,No
100968,2023,2015-04-29,LSG,Kolkata,Home,2,4,27,76,1,0,35.53,Run Out,2,5,Loss,No
100969,2022,2018-09-17,GT,Chennai,Home,2,4,30,50,2,2,60.0,Caught,1,3,Loss,Yes
100970,2012,2021-08-05,KKR,Kolkata,Home,1,3,18,3,3,3,600.0,Caught,2,1,Loss,No
100971,2013,2015-02-07,LSG,Delhi,Home,1,6,0,25,0,0,0.0,LBW,3,1,Win,Yes
100972,2018,2024-02-17,GT,Dharamsala,Away,2,4,37,19,3,4,194.74,Caught,1,3,Loss,Yes
100973,2018,2022-06-08,PBKS,Dharamsala,Away,1,7,43,79,4,5,54.43,LBW,2,5,Loss,Yes
100974,2008,2018-04-28,RR,Hyderabad,Home,2,7,43,27,5,3,159.26,Not Out,3,2,Loss,No
100975,2014,2011-02-23,RR,Dharamsala,Home,2,1,3,76,0,0,3.95,Not Out,3,4,Win,No
100976,2012,2022-04-13,RR,Mumbai,Away,1,4,9,60,2,1,15.0,Hit Wicket,3,0,Loss,Yes
100977,2019,2025-09-27,MI,Ahmedabad,Home,2,7,21,29,4,3,72.41,LBW,1,4,Loss,No
100978,2025,2012-10-12,DC,Dharamsala,Home,2,5,20,38,5,0,52.63,Bowled,1,5,Loss,No
100979,2008,2014-12-25,PBKS,Kolkata,Home,1,7,66,38,13,1,173.68,Run Out,3,2,Loss,Yes
100980,2022,2025-04-22,RR,Mumbai,Away,2,4,40,59,4,1,67.8,Bowled,4,5,Win,No
100981,2008,2011-01-28,MI,Jaipur,Away,2,6,61,48,12,8,127.08,Run Out,3,0,Win,No
100982,2009,2022-09-24,PBKS,Jaipur,Home,1,1,67,66,1,2,101.52,Bowled,0,3,Win,Yes
100983,2015,2010-05-10,RR,Jaipur,Away,2,5,3,11,0,0,27.27,Stumped,0,4,Loss,Yes
100984,2025,2010-04-20,DC,Ahmedabad,Home,1,1,54,15,12,4,360.0,Caught,1,1,Win,No
100985,2009,2009-03-29,DC,Kolkata,Home,1,4,15,18,3,0,83.33,Stumped,2,4,Loss,Yes
100986,2009,2012-10-13,MI,Kolkata,Home,2,5,34,75,7,0,45.33,Not Out,0,2,Win,No
100987,2014,2011-09-17,LSG,Bengaluru,Away,1,3,10,35,0,0,28.57,LBW,2,4,Loss,No
100988,2011,2022-11-19,PBKS,Ahmedabad,Home,1,2,25,58,4,4,43.1,Caught,1,3,Loss,Yes
100989,2014,2012-10-13,PBKS,Kolkata,Away,2,1,4,47,0,0,8.51,Caught,4,1,Win,Yes
100990,2018,2012-12-03,GT,Hyderabad,Away,2,5,42,59,6,2,71.19,Hit Wicket,3,3,Win,Yes
100991,2011,2008-04-20,MI,Dharamsala,Home,1,2,12,2,2,1,600.0,Caught,4,3,Loss,Yes
100992,2014,2017-10-14,RR,Mumbai,Away,1,3,18,54,0,2,33.33,LBW,0,0,Loss,Yes
100993,2011,2022-07-29,MI,Ahmedabad,Home,2,3,12,2,3,2,600.0,Caught,4,5,Loss,Yes
100994,2012,2013-02-16,CSK,Hyderabad,Away,1,4,24,4,0,3,600.0,Caught,3,3,Win,Yes
100995,2016,2024-03-20,PBKS,Ahmedabad,Home,1,7,52,35,13,3,148.57,Stumped,3,1,Win,No
100996,2025,2024-01-23,GT,Kolkata,Home,2,4,37,37,5,0,100.0,Not Out,2,4,Win,No
100997,2019,2024-08-01,LSG,Lucknow,Home,2,4,33,42,2,4,78.57,Hit Wicket,2,3,Loss,Yes
100998,2023,2023-06-14,LSG,Hyderabad,Away,2,3,14,56,0,2,25.0,Stumped,1,2,Loss,No
100999,2025,2023-07-22,KKR,Bengaluru,Away,1,6,89,65,4,9,136.92,Hit Wicket,4,2,Win,Yes
101000,2020,2010-02-16,SRH,Mumbai,Home,1,6,4,67,0,0,5.97,Stumped,4,2,Win,No
101001,2023,2010-12-01,RR,Jaipur,Away,1,6,22,67,4,2,32.84,Bowled,3,5,Loss,Yes
101002,2014,2024-05-11,MI,Lucknow,Home,2,2,16,64,1,0,25.0,LBW,2,5,Win,Yes
101003,2014,2008-10-27,MI,Bengaluru,Away,1,4,45,16,10,1,281.25,Run Out,2,0,Loss,No
101004,2008,2023-12-12,PBKS,Jaipur,Away,2,5,74,48,6,4,154.17,Stumped,4,3,Win,No
101005,2009,2019-07-05,RR,Jaipur,Home,2,5,21,33,3,0,63.64,Stumped,4,3,Loss,Yes
101006,2020,2009-02-28,GT,Mumbai,Away,2,4,0,33,0,0,0.0,Stumped,0,1,Loss,Yes
101007,2023,2009-01-24,RR,Delhi,Away,2,5,27,28,5,1,96.43,Caught,0,4,Win,No
101008,2016,2023-12-06,SRH,Lucknow,Home,2,4,28,33,1,4,84.85,Hit Wicket,1,3,Win,Yes
101009,2017,2021-10-11,RR,Hyderabad,Home,1,4,43,20,7,7,215.0,Hit Wicket,0,1,Loss,Yes
101010,2017,2012-05-23,DC,Jaipur,Away,1,2,33,30,7,5,110.0,Bowled,0,0,Win,No
101011,2023,2016-07-08,SRH,Bengaluru,Away,1,1,54,70,4,6,77.14,Caught,3,4,Loss,No
101012,2023,2017-04-18,LSG,Kolkata,Home,1,2,50,16,0,2,312.5,Run Out,4,0,Loss,No
101013,2023,2009-10-17,KKR,Dharamsala,Away,2,1,20,15,1,2,133.33,Caught,3,1,Win,Yes
101014,2024,2023-03-26,PBKS,Dharamsala,Home,1,7,29,39,2,2,74.36,Bowled,3,1,Loss,No
101015,2023,2013-02-05,CSK,Chennai,Away,1,7,16,71,0,0,22.54,Hit Wicket,1,5,Win,No
101016,2024,2009-12-03,KKR,Kolkata,Away,2,7,14,47,1,1,29.79,Caught,0,3,Loss,No
101017,2008,2012-08-12,RR,Hyderabad,Away,1,4,43,78,2,7,55.13,Bowled,4,4,Loss,No
101018,2010,2018-01-01,MI,Hyderabad,Home,2,3,21,72,0,1,29.17,Run Out,0,5,Loss,No
101019,2018,2015-02-07,LSG,Dharamsala,Away,1,6,50,40,7,6,125.0,Run Out,4,5,Loss,Yes
101020,2023,2015-12-23,LSG,Lucknow,Home,1,5,15,33,2,1,45.45,LBW,4,2,Loss,Yes
101021,2014,2016-02-11,PBKS,Kolkata,Away,1,7,27,67,4,3,40.3,Hit Wicket,1,5,Loss,Yes
101022,2019,2024-04-11,LSG,Lucknow,Away,1,6,19,27,3,1,70.37,Bowled,2,0,Loss,Yes
101023,2023,2016-09-14,DC,Hyderabad,Away,2,1,57,35,5,2,162.86,Caught,4,2,Loss,No
101024,2008,2009-10-15,DC,Delhi,Away,2,5,24,59,4,4,40.68,Bowled,4,2,Loss,Yes
101025,2021,2022-05-20,GT,Dharamsala,Home,1,7,17,61,1,0,27.87,Caught,2,0,Win,No
101026,2011,2020-08-06,LSG,Delhi,Home,1,6,42,13,10,6,323.08,Caught,0,1,Win,No
101027,2016,2014-09-02,SRH,Kolkata,Home,1,2,13,29,2,2,44.83,Not Out,1,2,Loss,Yes
101028,2013,2016-11-21,DC,Lucknow,Home,2,3,15,21,0,2,71.43,Caught,4,5,Win,Yes
101029,2021,2013-04-02,DC,Ahmedabad,Home,2,4,50,23,0,3,217.39,Run Out,2,5,Win,Yes
101030,2011,2010-02-18,SRH,Ahmedabad,Away,2,1,26,20,5,3,130.0,Bowled,3,4,Loss,No
101031,2024,2015-12-22,RR,Bengaluru,Away,2,5,3,65,0,0,4.62,Bowled,0,1,Loss,Yes
101032,2014,2015-05-06,RR,Hyderabad,Away,1,4,7,32,1,0,21.88,Stumped,4,3,Win,Yes
101033,2022,2024-04-15,MI,Hyderabad,Away,2,3,16,47,3,1,34.04,Bowled,3,0,Loss,No
101034,2016,2019-01-11,KKR,Chennai,Home,1,7,52,75,10,8,69.33,Hit Wicket,4,4,Win,No
101035,2019,2009-05-16,DC,Mumbai,Home,1,4,14,12,2,0,116.67,LBW,2,4,Win,No
101036,2016,2012-06-19,DC,Hyderabad,Away,1,5,16,22,4,0,72.73,Not Out,0,1,Win,No
101037,2025,2018-11-04,SRH,Chennai,Home,1,7,18,3,0,0,600.0,Not Out,2,0,Win,No
101038,2025,2025-05-11,RR,Chennai,Home,1,7,21,69,1,1,30.43,Hit Wicket,2,0,Loss,Yes
101039,2024,2019-08-11,MI,Hyderabad,Home,2,5,47,22,2,3,213.64,Run Out,2,4,Win,No
101040,2013,2024-03-23,CSK,Kolkata,Home,2,1,38,78,0,0,48.72,Run Out,1,3,Loss,No
101041,2025,2020-06-09,SRH,Lucknow,Away,2,2,16,67,3,1,23.88,Bowled,3,4,Win,Yes
101042,2010,2021-09-30,RR,Delhi,Home,2,3,58,78,14,6,74.36,Caught,3,3,Loss,No
101043,2014,2025-02-14,MI,Kolkata,Away,1,2,7,19,0,1,36.84,Bowled,1,3,Loss,No
101044,2023,2017-04-01,GT,Ahmedabad,Away,1,2,44,27,7,2,162.96,Stumped,0,3,Win,No
101045,2019,2009-06-27,RR,Ahmedabad,Away,2,7,51,56,8,8,91.07,Caught,0,3,Loss,No
101046,2014,2015-04-04,LSG,Chennai,Home,1,5,43,13,2,4,330.77,Stumped,0,0,Loss,Yes
101047,2022,2017-05-05,RR,Dharamsala,Away,1,4,22,45,0,0,48.89,Stumped,3,3,Win,Yes
101048,2020,2015-09-13,GT,Delhi,Home,2,3,22,19,1,0,115.79,Bowled,3,4,Win,Yes
101049,2017,2008-07-26,KKR,Kolkata,Away,1,3,48,73,2,6,65.75,Caught,4,4,Win,Yes
101050,2009,2014-04-02,GT,Mumbai,Home,2,1,71,60,5,10,118.33,Hit Wicket,0,3,Loss,No
101051,2023,2014-01-31,LSG,Lucknow,Away,2,4,2,42,0,0,4.76,LBW,0,1,Loss,No
101052,2023,2024-07-16,SRH,Bengaluru,Away,1,7,29,33,1,1,87.88,Bowled,1,4,Loss,Yes
101053,2011,2023-12-08,LSG,Lucknow,Away,2,2,33,53,5,2,62.26,Stumped,1,0,Win,No
101054,2009,2018-01-24,SRH,Hyderabad,Home,2,1,12,54,3,0,22.22,Bowled,2,2,Loss,No
101055,2020,2021-06-29,DC,Hyderabad,Away,2,3,28,31,2,2,90.32,Hit Wicket,4,1,Win,Yes
101056,2010,2010-02-21,MI,Chennai,Away,2,1,64,64,2,10,100.0,Bowled,0,1,Win,Yes
101057,2017,2016-07-09,RR,Dharamsala,Home,1,1,36,6,1,0,600.0,Hit Wicket,0,4,Win,Yes
101058,2020,2019-04-18,CSK,Delhi,Away,1,2,51,79,8,1,64.56,Run Out,2,4,Loss,Yes
101059,2024,2010-06-14,GT,Dharamsala,Home,2,5,77,37,5,7,208.11,LBW,2,3,Loss,No
101060,2015,2015-03-26,RR,Kolkata,Home,1,1,43,60,2,2,71.67,Bowled,0,0,Win,No
101061,2012,2011-08-24,CSK,Delhi,Away,2,6,4,41,1,0,9.76,Stumped,4,0,Win,No
101062,2009,2016-06-18,KKR,Hyderabad,Home,1,4,18,45,0,0,40.0,Hit Wicket,2,0,Loss,No
101063,2020,2025-11-15,RR,Ahmedabad,Home,1,1,33,42,5,4,78.57,LBW,1,5,Loss,Yes
101064,2023,2015-10-19,KKR,Bengaluru,Home,1,4,0,31,0,0,0.0,Hit Wicket,1,1,Win,No
101065,2018,2022-02-01,RR,Jaipur,Home,2,6,0,14,0,0,0.0,Not Out,2,1,Loss,Yes
101066,2021,2025-07-23,MI,Ahmedabad,Away,2,1,39,69,7,0,56.52,Not Out,2,2,Win,No
101067,2021,2018-09-10,DC,Jaipur,Home,2,3,30,58,0,1,51.72,LBW,4,5,Win,Yes
101068,2009,2013-04-08,GT,Kolkata,Away,2,5,6,1,1,0,600.0,Caught,2,0,Loss,Yes
101069,2023,2021-04-22,DC,Lucknow,Away,1,2,65,15,12,8,433.33,Caught,2,5,Loss,Yes
101070,2018,2022-10-20,DC,Ahmedabad,Home,2,6,0,13,0,0,0.0,Run Out,2,1,Win,No
101071,2014,2024-08-25,KKR,Jaipur,Home,1,7,24,37,4,0,64.86,Hit Wicket,1,0,Win,Yes
101072,2010,2025-10-04,PBKS,Chennai,Home,1,4,60,58,10,1,103.45,Run Out,4,4,Loss,Yes
101073,2019,2025-12-28,CSK,Jaipur,Home,1,1,44,50,4,0,88.0,Bowled,0,4,Loss,Yes
101074,2024,2023-10-05,LSG,Kolkata,Away,2,1,9,45,0,1,20.0,Bowled,3,3,Win,Yes
101075,2023,2025-08-23,CSK,Kolkata,Away,1,4,37,72,5,1,51.39,Caught,0,0,Loss,Yes
101076,2019,2022-11-05,RR,Hyderabad,Home,1,5,13,41,3,0,31.71,Not Out,0,1,Win,No
101077,2023,2020-09-16,LSG,Jaipur,Home,2,5,49,80,10,5,61.25,LBW,2,1,Win,Yes
101078,2009,2015-01-11,KKR,Delhi,Away,2,5,0,20,0,0,0.0,Caught,0,3,Loss,No
101079,2017,2017-06-03,MI,Bengaluru,Away,1,7,38,42,2,4,90.48,LBW,4,4,Win,Yes
101080,2016,2025-07-09,RR,Jaipur,Home,1,2,43,24,9,3,179.17,LBW,0,4,Loss,Yes
101081,2025,2021-03-30,LSG,Delhi,Away,2,6,64,13,1,4,492.31,LBW,0,3,Win,Yes
101082,2010,2010-05-30,MI,Mumbai,Away,2,1,12,6,3,1,200.0,Bowled,4,3,Win,Yes
101083,2018,2012-01-27,KKR,Dharamsala,Home,2,2,0,3,0,0,0.0,Caught,4,5,Loss,Yes
101084,2023,2020-07-29,DC,Bengaluru,Away,2,7,41,28,9,5,146.43,LBW,1,3,Win,No
101085,2021,2021-04-07,PBKS,Delhi,Home,1,4,42,79,6,4,53.16,Caught,4,5,Loss,Yes
101086,2016,2023-10-20,KKR,Dharamsala,Home,1,2,26,75,0,1,34.67,Stumped,0,1,Win,Yes
101087,2020,2011-04-12,DC,Delhi,Home,1,3,50,74,1,0,67.57,Run Out,0,3,Win,Yes
101088,2011,2016-07-25,RR,Hyderabad,Away,1,7,35,67,4,3,52.24,Bowled,1,5,Loss,No
101089,2014,2023-03-25,DC,Ahmedabad,Away,1,7,19,36,3,3,52.78,Stumped,0,1,Loss,No
101090,2014,2017-07-26,CSK,Delhi,Home,1,4,41,37,4,1,110.81,Not Out,0,3,Loss,No
101091,2017,2022-09-29,DC,Ahmedabad,Home,1,4,65,36,8,2,180.56,Caught,1,3,Win,No
101092,2020,2013-03-16,LSG,Lucknow,Home,1,6,0,15,0,0,0.0,LBW,2,4,Loss,No
101093,2008,2009-09-15,CSK,Kolkata,Away,1,7,48,33,10,8,145.45,Stumped,4,4,Loss,Yes
101094,2012,2008-09-25,RR,Lucknow,Away,1,2,0,73,0,0,0.0,Stumped,1,3,Loss,No
101095,2016,2023-11-27,PBKS,Dharamsala,Home,1,5,7,52,1,0,13.46,Bowled,3,3,Loss,Yes
101096,2018,2016-04-19,GT,Kolkata,Away,1,6,0,64,0,0,0.0,Caught,0,4,Win,Yes
101097,2021,2009-04-12,DC,Ahmedabad,Away,1,2,43,69,10,7,62.32,Bowled,1,5,Loss,Yes
101098,2009,2014-01-17,MI,Dharamsala,Away,1,2,34,16,4,5,212.5,LBW,3,4,Win,Yes
